Token	Occurrences	Frequency	BaselineFrequency
intersecting	6	6.93107805294928e-07	1.61056401281923e-06
defened	1	1.15517967549155e-07	
prepering	2	2.31035935098309e-07	
chestring	3	3.46553902647464e-07	
tobruk	21	2.42587731853225e-06	1.47424668258061e-06
mirawais	3	3.46553902647464e-07	
sto	1	1.15517967549155e-07	2.62032201458677e-06
ando	1	1.15517967549155e-07	6.76537861184252e-07
rubbing	1	1.15517967549155e-07	1.36990502239796e-06
prtpri	1	1.15517967549155e-07	
wadell	1	1.15517967549155e-07	1.00975800176754e-08
motorbiker	1	1.15517967549155e-07	3.3658600058918e-09
wzh	1	1.15517967549155e-07	5.0487900088377e-09
attack-br	1	1.15517967549155e-07	
oh-tm	1	1.15517967549155e-07	
makorov	1	1.15517967549155e-07	
koholbaser	1	1.15517967549155e-07	
ofm	1	1.15517967549155e-07	3.75293390656936e-07
leinbach	2	2.31035935098309e-07	2.18780900382967e-08
supres	1	1.15517967549155e-07	
xmrk	2	2.31035935098309e-07	
bulldoser	1	1.15517967549155e-07	
counnter	1	1.15517967549155e-07	
shahbal	2	2.31035935098309e-07	
dustbin	1	1.15517967549155e-07	2.74317590480182e-07
suppres	1	1.15517967549155e-07	
ineffictive	1	1.15517967549155e-07	
va'qubi	1	1.15517967549155e-07	
valitdates	1	1.15517967549155e-07	
containmant	1	1.15517967549155e-07	
mandozayia	1	1.15517967549155e-07	
patira	1	1.15517967549155e-07	
isad	1	1.15517967549155e-07	3.02927400530262e-08
z-ballard	1	1.15517967549155e-07	
chancharan	1	1.15517967549155e-07	
fcp	22	2.5413952860814e-06	6.84952511198982e-07
enemy's	11	1.2706976430407e-06	2.29551652401821e-06
xilum	2	2.31035935098309e-07	
khg	2	2.31035935098309e-07	2.35610200412426e-08
alischak	1	1.15517967549155e-07	
weapons--they	1	1.15517967549155e-07	
expediture	3	3.46553902647464e-07	8.41465001472951e-09
dwhh	1	1.15517967549155e-07	
hotrod	2	2.31035935098309e-07	8.24635701443492e-08
ngr	1	1.15517967549155e-07	9.37392011640867e-07
slocum	1	1.15517967549155e-07	1.32783177232432e-06
deconflication	1	1.15517967549155e-07	
dunagan	1	1.15517967549155e-07	4.03903200707016e-08
risner	1	1.15517967549155e-07	5.04879000883771e-08
sheriese	1	1.15517967549155e-07	
ataxia	1	1.15517967549155e-07	8.14538121425816e-07
confabulation	1	1.15517967549155e-07	1.07707520188538e-07
ketonuria	1	1.15517967549155e-07	1.6829300029459e-08
restricted-calorie	1	1.15517967549155e-07	
believesthe	1	1.15517967549155e-07	
dyncop	1	1.15517967549155e-07	
unles	1	1.15517967549155e-07	1.00975800176754e-08
carpark	1	1.15517967549155e-07	3.97171480695233e-07
spmagtf	9	1.03966170794239e-06	
vn	4	4.62071870196618e-07	2.66407819466336e-06
blackflag	19	2.19484138343394e-06	3.19756700559721e-08
scl-	2	2.31035935098309e-07	8.41465001472951e-09
o-clock	1	1.15517967549155e-07	1.51463700265131e-08
jcat	4	4.62071870196618e-07	8.41465001472951e-09
arnett	2	2.31035935098309e-07	1.0450995318294e-06
mindi	1	1.15517967549155e-07	9.25611501620246e-08
ttheir	1	1.15517967549155e-07	
faciall	1	1.15517967549155e-07	
a-transferred	1	1.15517967549155e-07	
belvedere	1	1.15517967549155e-07	2.32412633406829e-06
poshtako	1	1.15517967549155e-07	
mmillum	3	3.46553902647464e-07	
jan'	1	1.15517967549155e-07	1.34634400235672e-08
reported-possible	1	1.15517967549155e-07	
d-possible	1	1.15517967549155e-07	
fassen	1	1.15517967549155e-07	8.41465001472951e-09
storry	1	1.15517967549155e-07	6.22684101089984e-08
lassen	2	2.31035935098309e-07	1.990906193485e-06
salimi	7	8.08625772844082e-07	1.85122300324049e-08
azfa	1	1.15517967549155e-07	
ksu	1	1.15517967549155e-07	4.72903330827798e-07
saxon	2	2.31035935098309e-07	9.26957845622603e-06
vehiles	1	1.15517967549155e-07	
coluor	1	1.15517967549155e-07	
aspide	1	1.15517967549155e-07	5.2170830091323e-08
gsa	1	1.15517967549155e-07	1.49107598261007e-06
bv	3	3.46553902647464e-07	3.22112802563846e-06
marte	5	5.77589837745773e-07	4.64488680813069e-07
vhe	5	5.77589837745773e-07	2.18780900382967e-08
eidd	4	4.62071870196618e-07	
tailfins	7	8.08625772844082e-07	1.58195420276915e-07
rcvoied	1	1.15517967549155e-07	
marin	2	2.31035935098309e-07	5.55871779973031e-06
synonymous	1	1.15517967549155e-07	4.62132578808945e-06
self-detonates	1	1.15517967549155e-07	3.3658600058918e-09
stingers	1	1.15517967549155e-07	4.74586260830744e-07
obsevred	1	1.15517967549155e-07	
zarbacha	1	1.15517967549155e-07	
nuetralizing	1	1.15517967549155e-07	
gur-e	1	1.15517967549155e-07	4.37561800765934e-08
rrb	1	1.15517967549155e-07	8.41465001472951e-08
re-emerged	1	1.15517967549155e-07	6.46245121131226e-07
mizon	3	3.46553902647464e-07	1.00975800176754e-08
leaded	1	1.15517967549155e-07	4.08951990715854e-07
turqundi	1	1.15517967549155e-07	
yake	1	1.15517967549155e-07	2.69268800471344e-08
rfl	10	1.15517967549155e-06	5.48635180960364e-07
sa-fire	2	2.31035935098309e-07	1.34634400235672e-08
conitnue	1	1.15517967549155e-07	
suspect-a	1	1.15517967549155e-07	
exhortations	1	1.15517967549155e-07	2.23829690391805e-07
aes	4	4.62071870196618e-07	2.94176164514944e-06
plate-cylinder	1	1.15517967549155e-07	
oos	2	2.31035935098309e-07	2.35610200412426e-07
rueturned	1	1.15517967549155e-07	
rsp'd	6	6.93107805294928e-07	
brag	1	1.15517967549155e-07	2.97878610521425e-07
r-continued	1	1.15517967549155e-07	
conduciting	1	1.15517967549155e-07	
lf-	10	1.15517967549155e-06	2.52439500441885e-08
le-	8	9.24143740393237e-07	1.43049050250402e-07
prius	11	1.2706976430407e-06	1.13261189198259e-06
engaing	3	3.46553902647464e-07	
kobra	3	3.46553902647464e-07	3.53415300618639e-07
aspuhel	3	3.46553902647464e-07	
balamurghab	1	1.15517967549155e-07	
u-pmt	2	2.31035935098309e-07	
rouned	1	1.15517967549155e-07	
tri-malleolar	1	1.15517967549155e-07	
validtaes	1	1.15517967549155e-07	
nwft	1	1.15517967549155e-07	
seizre	1	1.15517967549155e-07	
upates	1	1.15517967549155e-07	
upadtes	1	1.15517967549155e-07	
a-jon	1	1.15517967549155e-07	
z-zippo	1	1.15517967549155e-07	
barama	2	2.31035935098309e-07	8.41465001472951e-09
r-shoulder	1	1.15517967549155e-07	
comb	10	1.15517967549155e-06	2.18444314382378e-06
zdo	2	2.31035935098309e-07	4.71220400824852e-08
seziure	2	2.31035935098309e-07	
abad-seray-abad	1	1.15517967549155e-07	
lrq	2	2.31035935098309e-07	3.3658600058918e-09
zihaid	1	1.15517967549155e-07	
zeli	1	1.15517967549155e-07	3.19756700559721e-08
zargarha	1	1.15517967549155e-07	
kahamad	1	1.15517967549155e-07	
kalo	4	4.62071870196618e-07	1.56512490273969e-07
shayal	1	1.15517967549155e-07	5.0487900088377e-09
shyal	3	3.46553902647464e-07	
opbox	2	2.31035935098309e-07	
r-have	1	1.15517967549155e-07	
ingnored	2	2.31035935098309e-07	3.3658600058918e-09
rhein	5	5.77589837745773e-07	1.40524655245983e-06
emarat	2	2.31035935098309e-07	1.51463700265131e-08
disrtupt	1	1.15517967549155e-07	
continiung	1	1.15517967549155e-07	
paindai	1	1.15517967549155e-07	
sasf	1	1.15517967549155e-07	5.0487900088377e-09
optura	1	1.15517967549155e-07	
detetmined	1	1.15517967549155e-07	
paktica	1	1.15517967549155e-07	
deconf	1	1.15517967549155e-07	
e-lav	2	2.31035935098309e-07	
impcating	1	1.15517967549155e-07	
jaf-gos-jaf	1	1.15517967549155e-07	
u-dco	1	1.15517967549155e-07	
dogg	1	1.15517967549155e-07	2.76168813483422e-06
reported-minor	1	1.15517967549155e-07	
unk-unconfirmed	1	1.15517967549155e-07	
d-minor	1	1.15517967549155e-07	3.53415300618639e-08
reported-unconfirmed	2	2.31035935098309e-07	
reme	8	9.24143740393237e-07	3.19756700559721e-07
demonstation	1	1.15517967549155e-07	
potested	1	1.15517967549155e-07	
ghani's	1	1.15517967549155e-07	3.3658600058918e-09
grenade's	4	4.62071870196618e-07	8.41465001472951e-09
nasow	2	2.31035935098309e-07	
hilux's	1	1.15517967549155e-07	
a-demonstration	2	2.31035935098309e-07	
lewanni	2	2.31035935098309e-07	
airbrust	1	1.15517967549155e-07	
lasm	32	3.69657496157295e-06	4.37561800765934e-08
anti-structure	2	2.31035935098309e-07	1.51463700265131e-08
unmonitored	1	1.15517967549155e-07	4.88049700854312e-08
pantan	1	1.15517967549155e-07	
kangina	2	2.31035935098309e-07	
cats	2	2.31035935098309e-07	1.37545869140769e-05
directline	1	1.15517967549155e-07	8.41465001472951e-09
samaly	1	1.15517967549155e-07	
consc	2	2.31035935098309e-07	6.9000130120782e-08
realised	4	4.62071870196618e-07	4.66339903816309e-06
salver	1	1.15517967549155e-07	4.71220400824852e-08
aali	1	1.15517967549155e-07	5.72196201001607e-08
darul	1	1.15517967549155e-07	3.66878740642207e-07
malimeen	1	1.15517967549155e-07	
torkem	1	1.15517967549155e-07	
round-olive	1	1.15517967549155e-07	
accuarate	1	1.15517967549155e-07	
co-ordinately	1	1.15517967549155e-07	
eyewitnessed	1	1.15517967549155e-07	
reommend	1	1.15517967549155e-07	
x-country	1	1.15517967549155e-07	1.34634400235672e-08
adrasa	1	1.15517967549155e-07	
voltswagon	1	1.15517967549155e-07	8.41465001472951e-09
zhar-e-sare	1	1.15517967549155e-07	
friendly-yd	1	1.15517967549155e-07	
nisigam	1	1.15517967549155e-07	
unknwn	1	1.15517967549155e-07	
xio	90	1.03966170794239e-05	7.23659901266738e-08
bauonet	1	1.15517967549155e-07	
dicker'	1	1.15517967549155e-07	
slayertoc	1	1.15517967549155e-07	
a-ins	2	2.31035935098309e-07	
a-occp	1	1.15517967549155e-07	
a-building	1	1.15517967549155e-07	3.3658600058918e-09
occational	1	1.15517967549155e-07	
cook-offs	1	1.15517967549155e-07	1.17805100206213e-08
uria	1	1.15517967549155e-07	2.57488290450723e-07
prop	5	5.77589837745773e-07	1.27650240723447e-05
reading-mine	1	1.15517967549155e-07	
yubaraji	1	1.15517967549155e-07	
nsft	1	1.15517967549155e-07	
frs	4	4.62071870196618e-07	2.30897996404178e-06
reporrted	1	1.15517967549155e-07	
hrt-	1	1.15517967549155e-07	
aphu	2	2.31035935098309e-07	
ddsb	1	1.15517967549155e-07	
bleed-no	1	1.15517967549155e-07	
baktan	1	1.15517967549155e-07	
najir	1	1.15517967549155e-07	1.17805100206213e-08
nishgham	3	3.46553902647464e-07	
pentabromide	1	1.15517967549155e-07	1.17805100206213e-08
atm-	2	2.31035935098309e-07	5.0487900088377e-09
carbonate	3	3.46553902647464e-07	4.10803213719095e-06
equivocal	1	1.15517967549155e-07	3.31537210580343e-07
wbc	7	8.08625772844082e-07	3.04105451532324e-06
injuries-	1	1.15517967549155e-07	5.0487900088377e-09
chicon	1	1.15517967549155e-07	5.2170830091323e-08
ptrequest	1	1.15517967549155e-07	
oe-borris-oe	1	1.15517967549155e-07	
rsk	7	8.08625772844082e-07	5.132936508985e-07
wadel	1	1.15517967549155e-07	8.41465001472951e-09
pats	2	2.31035935098309e-07	6.31098751104713e-07
approaaching	1	1.15517967549155e-07	
a-firing	1	1.15517967549155e-07	
obj-	1	1.15517967549155e-07	5.0487900088377e-09
weopons	1	1.15517967549155e-07	
zdrifter	1	1.15517967549155e-07	
conjunctival	2	2.31035935098309e-07	8.5829430150241e-08
combivent	1	1.15517967549155e-07	6.73172001178361e-09
transtentorial	1	1.15517967549155e-07	3.3658600058918e-09
intraventricular	1	1.15517967549155e-07	7.40489201296197e-08
sa-gde	1	1.15517967549155e-07	
zcorrection	2	2.31035935098309e-07	
questionaire	1	1.15517967549155e-07	2.35610200412426e-08
medevac-none	1	1.15517967549155e-07	
us-v	1	1.15517967549155e-07	
qarghyee	1	1.15517967549155e-07	
movments	1	1.15517967549155e-07	5.0487900088377e-09
sal-sab-sal	9	1.03966170794239e-06	
kajab	1	1.15517967549155e-07	
charadeh	1	1.15517967549155e-07	
bodyguard-cat	1	1.15517967549155e-07	
tukzar	1	1.15517967549155e-07	
tanda	41	4.73623666951534e-06	9.08782201590787e-08
puse	1	1.15517967549155e-07	1.51463700265131e-08
casualty-	1	1.15517967549155e-07	
diaz	1	1.15517967549155e-07	3.21607923562962e-06
biliary	3	3.46553902647464e-07	5.95757221042849e-07
round-size	2	2.31035935098309e-07	
sleuth	1	1.15517967549155e-07	7.60684361331548e-07
wurzhana	1	1.15517967549155e-07	
marjan's	1	1.15517967549155e-07	
iddm	1	1.15517967549155e-07	1.34634400235672e-08
dsypnea	1	1.15517967549155e-07	
gradient	2	2.31035935098309e-07	5.20698542911462e-06
inversions	1	1.15517967549155e-07	5.40220530945634e-07
transgression	1	1.15517967549155e-07	6.78220791187198e-07
resperatory	1	1.15517967549155e-07	
ahmatshah	1	1.15517967549155e-07	
naseb	1	1.15517967549155e-07	
adjipatang	1	1.15517967549155e-07	
casualtiy	2	2.31035935098309e-07	
horseplay	1	1.15517967549155e-07	6.56342701148902e-08
aqagul	1	1.15517967549155e-07	
rdt	1	1.15517967549155e-07	4.12317850721746e-07
s-unkown	1	1.15517967549155e-07	
swv	2	2.31035935098309e-07	2.35610200412426e-07
alichilak	1	1.15517967549155e-07	
anaesthetic	1	1.15517967549155e-07	8.9531876156722e-07
att--	1	1.15517967549155e-07	
appraoching	2	2.31035935098309e-07	
pharyngeal	2	2.31035935098309e-07	8.73440671528923e-07
cramping	1	1.15517967549155e-07	2.08683320365292e-07
witha	1	1.15517967549155e-07	2.18780900382967e-08
rebandage	1	1.15517967549155e-07	3.3658600058918e-09
incedents	1	1.15517967549155e-07	
isaf-no	1	1.15517967549155e-07	
requisited	1	1.15517967549155e-07	
nishgam	13	1.50173357813901e-06	
martha	1	1.15517967549155e-07	1.21490716912665e-05
hannah	2	2.31035935098309e-07	7.11711098245822e-06
altimur's	1	1.15517967549155e-07	
gendreau	5	5.77589837745773e-07	3.02927400530262e-08
tourney	1	1.15517967549155e-07	6.21001171087038e-07
bryce	1	1.15517967549155e-07	3.65027517638966e-06
rossignol	3	3.46553902647464e-07	2.77683450486074e-07
oad	1	1.15517967549155e-07	5.72196201001607e-08
fipered	1	1.15517967549155e-07	
blaner	8	9.24143740393237e-07	
theresa	1	1.15517967549155e-07	1.17956563906478e-05
masengale	1	1.15517967549155e-07	
marquez	1	1.15517967549155e-07	6.71489071175415e-07
qalatmm	1	1.15517967549155e-07	
bandalers	2	2.31035935098309e-07	
manaul	1	1.15517967549155e-07	3.3658600058918e-09
razeekhan	1	1.15517967549155e-07	
shazim	1	1.15517967549155e-07	
manauls	1	1.15517967549155e-07	
half-truck	1	1.15517967549155e-07	
bulandi	1	1.15517967549155e-07	5.0487900088377e-09
mugshot	3	3.46553902647464e-07	4.20732500736475e-07
exploision	1	1.15517967549155e-07	
bushwhacker	1	1.15517967549155e-07	9.08782201590787e-08
karezz	1	1.15517967549155e-07	
eot--	85	9.81902724167814e-06	
droppping	1	1.15517967549155e-07	
l-spine	2	2.31035935098309e-07	
nagul	1	1.15517967549155e-07	
x-ray-escort	1	1.15517967549155e-07	
a-ground	2	2.31035935098309e-07	
stable-sm	1	1.15517967549155e-07	
bone-finger	1	1.15517967549155e-07	
block-more	1	1.15517967549155e-07	
pimon	128	1.47862998462918e-05	
updatet	1	1.15517967549155e-07	
sarina	1	1.15517967549155e-07	2.1373211037413e-07
silab	180	2.07932341588478e-05	1.00975800176754e-08
re-orienting	1	1.15517967549155e-07	1.34634400235672e-08
orienting	2	2.31035935098309e-07	2.49073640435993e-07
tranfers	1	1.15517967549155e-07	
chah-e-anjir	3	3.46553902647464e-07	
z-idf	1	1.15517967549155e-07	
z-poo	1	1.15517967549155e-07	
ins's	3	3.46553902647464e-07	
reported-lightly	1	1.15517967549155e-07	
condyle	1	1.15517967549155e-07	1.41366120247456e-07
brachial	2	2.31035935098309e-07	4.67854540818961e-07
saphenous	1	1.15517967549155e-07	1.32951470232726e-07
fp's-	1	1.15517967549155e-07	
nothng	1	1.15517967549155e-07	
penitentiary	2	2.31035935098309e-07	1.87983281329057e-06
patshoun	1	1.15517967549155e-07	
hotal	1	1.15517967549155e-07	
size-unknown	1	1.15517967549155e-07	
najili	1	1.15517967549155e-07	
framwork	7	8.08625772844082e-07	
requirment	1	1.15517967549155e-07	
transverse	3	3.46553902647464e-07	3.57959211626593e-06
treitz	1	1.15517967549155e-07	4.71220400824852e-08
precipitate	1	1.15517967549155e-07	1.28912438225656e-06
ventaletor	1	1.15517967549155e-07	
campdogan	1	1.15517967549155e-07	
charke	12	1.38621561058986e-06	2.52439500441885e-08
toto	1	1.15517967549155e-07	2.11880887370889e-06
le-ye	1	1.15517967549155e-07	
motavagi	4	4.62071870196618e-07	
turners	1	1.15517967549155e-07	4.12317850721746e-07
salernoinfo	1	1.15517967549155e-07	
airevac	1	1.15517967549155e-07	5.0487900088377e-09
delarm	2	2.31035935098309e-07	3.3658600058918e-09
airburt	1	1.15517967549155e-07	
bridgehead	6	6.93107805294928e-07	1.00639214176165e-06
tacvest	2	2.31035935098309e-07	
jatac	3	3.46553902647464e-07	
overdrive	99	1.14362787873663e-05	2.51261449439823e-06
pbs	8	9.24143740393237e-07	2.16559432779079e-05
maintanence	1	1.15517967549155e-07	1.17805100206213e-08
commanchee	1	1.15517967549155e-07	
molay	1	1.15517967549155e-07	2.62537080459561e-07
remarks-one	1	1.15517967549155e-07	
s-saf	2	2.31035935098309e-07	
r-responded	1	1.15517967549155e-07	
urdzah	1	1.15517967549155e-07	
dominiation	1	1.15517967549155e-07	
evacking	1	1.15517967549155e-07	
abualance	1	1.15517967549155e-07	
cherkowtah	5	5.77589837745773e-07	
huttal	1	1.15517967549155e-07	
aak-	1	1.15517967549155e-07	3.3658600058918e-09
tartarkhel	1	1.15517967549155e-07	
wasek	1	1.15517967549155e-07	
cafferetta	120	1.38621561058986e-05	
diggings	1	1.15517967549155e-07	2.91146890509641e-07
ghr	150	1.73276951323732e-05	2.17097970380021e-07
jaker	106	1.22449045602104e-05	1.85122300324049e-08
hided	1	1.15517967549155e-07	5.0487900088377e-09
hussar	2	2.31035935098309e-07	8.61660161508302e-07
idenify	1	1.15517967549155e-07	
paraspinal	1	1.15517967549155e-07	1.00975800176754e-08
coll	2	2.31035935098309e-07	1.15398510302e-05
tfbayonet	3	3.46553902647464e-07	
kachlak	1	1.15517967549155e-07	
cbrn	1	1.15517967549155e-07	2.32244340406534e-07
perirectal	1	1.15517967549155e-07	
xgbr	3	3.46553902647464e-07	
sercruity	1	1.15517967549155e-07	
equitment	1	1.15517967549155e-07	
us-troops	1	1.15517967549155e-07	
appendisitis	1	1.15517967549155e-07	
zmc	4	4.62071870196618e-07	4.20732500736475e-08
gibraltars	1	1.15517967549155e-07	1.00975800176754e-08
casper	2	2.31035935098309e-07	2.4234192042421e-06
effectivev	1	1.15517967549155e-07	
replay	1	1.15517967549155e-07	3.50049440612748e-06
warnng	1	1.15517967549155e-07	
kiowa's	4	4.62071870196618e-07	6.73172001178361e-09
daray	1	1.15517967549155e-07	8.41465001472951e-09
rafoor	1	1.15517967549155e-07	
nfrtr	1	1.15517967549155e-07	
repotrs	4	4.62071870196618e-07	
earth-colored	1	1.15517967549155e-07	
reicived	1	1.15517967549155e-07	
verfified	2	2.31035935098309e-07	
rouonds	1	1.15517967549155e-07	
tapas	2	2.31035935098309e-07	4.27464220748259e-07
pfar	87	1.00500631767765e-05	
sarrio	1	1.15517967549155e-07	1.85122300324049e-08
gharngi	3	3.46553902647464e-07	
sanginwhile	1	1.15517967549155e-07	
sareagar	5	5.77589837745773e-07	
ricochets	5	5.77589837745773e-07	4.37561800765934e-08
bridget	1	1.15517967549155e-07	3.54929937621291e-06
qal-i-wali	1	1.15517967549155e-07	
a-patroling	1	1.15517967549155e-07	
u-attack	1	1.15517967549155e-07	
periodicly	1	1.15517967549155e-07	
maxillofacial	1	1.15517967549155e-07	4.45976450780664e-07
intra-orbital	1	1.15517967549155e-07	
t-spine	1	1.15517967549155e-07	
erqsbaf	2	2.31035935098309e-07	
contininuing	1	1.15517967549155e-07	
reportet	13	1.50173357813901e-06	
inexact	1	1.15517967549155e-07	2.65902940465452e-07
casuilty	1	1.15517967549155e-07	
followedd	1	1.15517967549155e-07	
hanaker	1	1.15517967549155e-07	
apprximation	1	1.15517967549155e-07	
att-	3	3.46553902647464e-07	2.01951600353508e-08
un-connected	1	1.15517967549155e-07	3.3658600058918e-09
manueverable	1	1.15517967549155e-07	5.0487900088377e-09
benheim	1	1.15517967549155e-07	
resperation	3	3.46553902647464e-07	
palehourse	2	2.31035935098309e-07	
rpac-s	5	5.77589837745773e-07	
laiyed	1	1.15517967549155e-07	
frostbite	1	1.15517967549155e-07	5.23391230916175e-07
hand-arm	1	1.15517967549155e-07	6.73172001178361e-09
legad	5	5.77589837745773e-07	
stereo	4	4.62071870196618e-07	9.37560304641162e-06
prevote	1	1.15517967549155e-07	
mahimar	1	1.15517967549155e-07	
cafaretta	4	4.62071870196618e-07	
wng	60	6.93107805294928e-06	1.85122300324049e-08
attack-	1	1.15517967549155e-07	2.18780900382967e-08
thready	1	1.15517967549155e-07	5.0487900088377e-09
abdomine	1	1.15517967549155e-07	5.0487900088377e-09
penich	193	2.22949677369868e-05	
idetity	2	2.31035935098309e-07	
ollow	1	1.15517967549155e-07	
rushore	1	1.15517967549155e-07	
abdahl	1	1.15517967549155e-07	
rasel	1	1.15517967549155e-07	1.85122300324049e-08
four-door	2	2.31035935098309e-07	1.26219750220943e-06
rutherford	3	3.46553902647464e-07	7.82225865369255e-06
abdalh	1	1.15517967549155e-07	
gardner	1	1.15517967549155e-07	1.22147059613814e-05
russ	1	1.15517967549155e-07	5.38705893942983e-06
finn	3	3.46553902647464e-07	6.34128025110016e-06
onrush	1	1.15517967549155e-07	1.51463700265131e-08
pedestrains	1	1.15517967549155e-07	
detaiment	1	1.15517967549155e-07	
absal	1	1.15517967549155e-07	1.17805100206213e-08
u-viking	5	5.77589837745773e-07	
r-minor	1	1.15517967549155e-07	
twori	1	1.15517967549155e-07	
rockets-	1	1.15517967549155e-07	
prividing	1	1.15517967549155e-07	
frounds	1	1.15517967549155e-07	
nho	1	1.15517967549155e-07	9.08782201590787e-08
golbagh	1	1.15517967549155e-07	
edited	3	3.46553902647464e-07	4.03970517907134e-05
un-related	1	1.15517967549155e-07	1.6829300029459e-08
re-assigning	2	2.31035935098309e-07	5.0487900088377e-09
positsions	1	1.15517967549155e-07	
mosq	1	1.15517967549155e-07	3.19756700559721e-08
fhi	55	6.3534882152035e-06	1.19488030209159e-07
hideing	1	1.15517967549155e-07	
mgx	1	1.15517967549155e-07	2.01951600353508e-08
albuterol	3	3.46553902647464e-07	6.56342701148902e-08
neb	6	6.93107805294928e-07	4.106349207188e-07
lisinpril	1	1.15517967549155e-07	
zocor	1	1.15517967549155e-07	5.89025501031066e-08
celebrex	1	1.15517967549155e-07	1.06024590185592e-07
sevastin	1	1.15517967549155e-07	
metropolol	1	1.15517967549155e-07	
kaly	2	2.31035935098309e-07	3.19756700559721e-08
identificated	1	1.15517967549155e-07	3.3658600058918e-09
medeva	2	2.31035935098309e-07	6.73172001178361e-09
yubray	1	1.15517967549155e-07	
goig	1	1.15517967549155e-07	
motercycle	1	1.15517967549155e-07	
rertepo	1	1.15517967549155e-07	
qal-e-nasro	1	1.15517967549155e-07	
banghi	2	2.31035935098309e-07	
tlq	11	1.2706976430407e-06	6.73172001178361e-09
zon	3	3.46553902647464e-07	2.7936638048902e-07
reappearing	2	2.31035935098309e-07	2.81049310491966e-07
sapek	1	1.15517967549155e-07	
accelerates	1	1.15517967549155e-07	9.05416341584895e-07
reengages	3	3.46553902647464e-07	
enjerai	1	1.15517967549155e-07	
lsg	1	1.15517967549155e-07	1.26219750220943e-07
conserves	1	1.15517967549155e-07	2.17097970380021e-07
nket	1	1.15517967549155e-07	
kinetics	4	4.62071870196618e-07	1.53483216268666e-06
toblow	1	1.15517967549155e-07	
cooridinating	2	2.31035935098309e-07	
apor	1	1.15517967549155e-07	3.70244600648098e-08
irk	1	1.15517967549155e-07	2.32244340406534e-07
planniong	1	1.15517967549155e-07	
xrg	3	3.46553902647464e-07	5.0487900088377e-09
krhmh	1	1.15517967549155e-07	
chack	2	2.31035935098309e-07	3.70244600648098e-08
hoto	3	3.46553902647464e-07	1.51463700265131e-08
warningsigns	1	1.15517967549155e-07	
u-bg	7	8.08625772844082e-07	
friendlycasualties	1	1.15517967549155e-07	
hgr	1	1.15517967549155e-07	4.54391100795393e-08
northface	1	1.15517967549155e-07	5.0487900088377e-09
vicxd	3	3.46553902647464e-07	
resond	1	1.15517967549155e-07	
flanking-team	1	1.15517967549155e-07	
cqas	1	1.15517967549155e-07	
two-stranded	1	1.15517967549155e-07	
niprnet	1	1.15517967549155e-07	3.87073900677557e-08
doseri	3	3.46553902647464e-07	3.3658600058918e-09
dosuri	4	4.62071870196618e-07	
darsouri	1	1.15517967549155e-07	
exploioted	1	1.15517967549155e-07	
lampwire	1	1.15517967549155e-07	
fp-s	2	2.31035935098309e-07	
rcvng	2	2.31035935098309e-07	
xgbu's	1	1.15517967549155e-07	
uncofirmed	1	1.15517967549155e-07	
anp-ct	2	2.31035935098309e-07	
receptor	1	1.15517967549155e-07	1.36956843639737e-05
wicr	1	1.15517967549155e-07	8.41465001472951e-09
griffins	2	2.31035935098309e-07	4.12317850721746e-07
rersha	2	2.31035935098309e-07	
masurah	3	3.46553902647464e-07	
conducuting	1	1.15517967549155e-07	
c-french	1	1.15517967549155e-07	
benjamin	1	1.15517967549155e-07	3.69386306346596e-05
baf-kut-baf	15	1.73276951323732e-06	
larba	2	2.31035935098309e-07	2.52439500441885e-08
rafaale	1	1.15517967549155e-07	
resusitated	1	1.15517967549155e-07	
hiides-nothing	1	1.15517967549155e-07	
pefs	1	1.15517967549155e-07	
hedelay	1	1.15517967549155e-07	
p-ied	31	3.58105699402379e-06	
srong	1	1.15517967549155e-07	3.3658600058918e-08
asess	1	1.15517967549155e-07	
spaoradic	2	2.31035935098309e-07	
masul	1	1.15517967549155e-07	6.73172001178361e-09
lcp	1	1.15517967549155e-07	1.98585740347616e-07
edimburgh	1	1.15517967549155e-07	
kalaci	1	1.15517967549155e-07	
linerequest	2	2.31035935098309e-07	
knownhlz	1	1.15517967549155e-07	
xussoldierwithanabsessedtooth	1	1.15517967549155e-07	
onsitemdrequeststhatsoldierisbroughttothesaldentist	1	1.15517967549155e-07	
grid-oe	2	2.31035935098309e-07	
mal-sal	2	2.31035935098309e-07	
shamrockemt	1	1.15517967549155e-07	
salhlz	1	1.15517967549155e-07	
tobaf	1	1.15517967549155e-07	
doctodochasbeendone	1	1.15517967549155e-07	
omaleadinpatientwith	1	1.15517967549155e-07	
monthworseninghistoryofshortnessofbreath	1	1.15517967549155e-07	
worseningdoe	1	1.15517967549155e-07	
lbweightloss	1	1.15517967549155e-07	
notimprovingwithalbuterolandatroventnebsq	1	1.15517967549155e-07	
andsolumedrol	1	1.15517967549155e-07	
requiresevalbypulmonologist	1	1.15517967549155e-07	
handcarryingpmrpaperwork	1	1.15517967549155e-07	
baselinespo	1	1.15517967549155e-07	
prenebpeakflow	1	1.15517967549155e-07	
pttobaf	1	1.15517967549155e-07	
oefepwdoctodochasbeendone	1	1.15517967549155e-07	
ptis	1	1.15517967549155e-07	2.69268800471344e-08
omaleepwwithgswrtflanksufferedon	1	1.15517967549155e-07	
lapdemonstratingliverlac	1	1.15517967549155e-07	
kidneylac	1	1.15517967549155e-07	
